step,train_loss,train_mean_token_accuracy,train_error_rate,valid_loss,valid_mean_token_accuracy,valid_error_rate,full_valid_loss,full_valid_mean_token_accuracy,full_valid_error_rate,timestamp
178,0.08003318309783936,0.9801587301587301,,,,,,,,2026-04-14T11:54:15.7330000Z
179,0.18115389347076416,0.9484126984126984,,,,,,,,2026-04-14T11:54:16.9990000Z
180,0.11212432384490967,0.9722222222222222,,0.2705657444302998,0.9007936507936508,,,,,2026-04-14T11:54:21.6670000Z
181,0.10535437613725662,0.9682539682539683,,,,,,,,2026-04-14T11:54:23.6680000Z
182,0.14883828163146973,0.9523809523809523,,,,,,,,2026-04-14T11:54:24.9240000Z
183,0.16046181321144104,0.9444444444444444,,,,,,,,2026-04-14T11:54:26.1540000Z
184,0.12836509943008423,0.9563492063492064,,,,,,,,2026-04-14T11:54:27.4520000Z
185,0.1832643300294876,0.9444444444444444,,,,,,,,2026-04-14T11:54:28.6810000Z
186,0.14518770575523376,0.9682539682539683,,,,,,,,2026-04-14T11:54:29.9350000Z
187,0.12316237390041351,0.9642857142857143,,,,,,,,2026-04-14T11:54:31.1540000Z
188,0.18334797024726868,0.9404761904761905,,,,,,,,2026-04-14T11:54:32.4010000Z
189,0.15375691652297974,0.9484126984126984,,,,,,,,2026-04-14T11:54:33.6340000Z
190,0.15147808194160461,0.9603174603174603,,0.27659522162543404,0.8968253968253969,,,,,2026-04-14T11:54:38.3540000Z
191,0.18193747103214264,0.9444444444444444,,,,,,,,2026-04-14T11:54:40.6700000Z
192,0.13536177575588226,0.9642857142857143,,,,,,,,2026-04-14T11:54:41.9040000Z
193,0.10053360462188721,0.9642857142857143,,,,,,,,2026-04-14T11:54:43.1620000Z
194,0.17237868905067444,0.9523809523809523,,,,,,,,2026-04-14T11:54:44.3860000Z
195,0.250328928232193,0.9246031746031746,,,,,,,,2026-04-14T11:54:45.6440000Z
196,0.1873643398284912,0.9563492063492064,,,,,,,,2026-04-14T11:54:46.8580000Z
197,0.08836681395769119,0.9603174603174603,,,,,,,,2026-04-14T11:54:48.1300000Z
198,0.175322487950325,0.9484126984126984,,,,,,,,2026-04-14T11:54:49.3480000Z
199,0.21761217713356018,0.9285714285714286,,,,,,,,2026-04-14T11:54:50.6040000Z
200,0.1944081336259842,0.9404761904761905,,0.2665039546906002,0.8888888888888888,,,,,2026-04-14T11:54:55.5920000Z
201,0.11408126354217529,0.9801587301587301,,,,,,,,2026-04-14T11:54:57.8790000Z
202,0.11861350387334824,0.9563492063492064,,,,,,,,2026-04-14T11:54:59.1420000Z
203,0.149013489484787,0.9563492063492064,,,,,,,,2026-04-14T11:55:00.3830000Z
204,0.13980387151241302,0.9523809523809523,,,,,,,,2026-04-14T11:55:01.5850000Z
205,0.14492633938789368,0.9722222222222222,,,,,,,,2026-04-14T11:55:03.4190000Z
206,0.1350475400686264,0.9484126984126984,,,,,,,,2026-04-14T11:55:04.3690000Z
207,0.1827220618724823,0.9404761904761905,,,,,,,,2026-04-14T11:55:05.5810000Z
208,0.18794943392276764,0.9523809523809523,,,,,,,,2026-04-14T11:55:06.8330000Z
209,0.13806483149528503,0.9682539682539683,,,,,,,,2026-04-14T11:55:08.0790000Z
210,0.11949308961629868,0.9801587301587301,,0.2748458499000186,0.9087301587301587,,,,,2026-04-14T11:55:13.0510000Z
211,0.08635058254003525,0.9642857142857143,,,,,,,,2026-04-14T11:55:15.6130000Z
